ticket_id,customer_name,customer_email,order_id,product_id,channel,subject,body,priority,created_at,label
c9bc7cf0-b2c6-401d-8143-00acbac16d05,Darryl Roberts,leonardjoshua@example.org,ORD9565,P856,email,"Hi, I want a refund for order ORD9565","Hi, I want a refund for order ORD9565. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-07-25T03:20:44.384322Z,refund
98131535-da73-46eb-a2a2-aa5d004b8336,Stacy Brown,matthew93@example.com,,P587,chat,Product P587 is defective — screen doesn't turn on,Product P587 is defective — screen doesn't turn on. Serial: SN-iWkF-8630.,low,2025-07-14T03:20:44.384948Z,defect
476d972b-fb83-4722-9b60-e9d779493303,Teresa Davis,wkirby@example.net,ORD3368,P410,web,Effort mind tax up present realize property leave,Effort mind tax up present realize property leave. Capital occur show thus clear material control year.,medium,2025-07-15T07:20:44.385293Z,other
268c8a17-7c59-4ab8-926b-775471752fc5,Randall Mckay,davisstephanie@example.org,ORD4763,P401,email,Third show positive leg short,Third show positive leg short. Outside national nice often their.,medium,2025-07-10T11:20:44.385830Z,other
920fd9b0-b975-40da-ad9d-bb9bcfee390f,Andrew Reynolds,leegood@example.net,,P412,web,Product P412 is defective — screen doesn't turn on,Product P412 is defective — screen doesn't turn on. Serial: SN-zSVT-8391.,low,2025-07-10T21:20:44.386310Z,defect
a675e5d3-2a49-475c-9280-efba0e55d5a0,Kyle Ellis,richardslisa@example.com,,P800,email,Worker item red whole risk recently,Worker item red whole risk recently.,low,2025-08-08T06:20:44.387379Z,other
70a7eb32-41e1-43fe-a5a2-1e75eff55cac,Margaret Robinson,fernandezpamela@example.com,ORD8051,P588,chat,"Hi, I want a refund for order ORD8051","Hi, I want a refund for order ORD8051. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-07-20T18:20:44.388032Z,refund
ece04a74-cfdc-4b44-a184-d22ebc710da6,Manuel Freeman,navarrostephanie@example.com,ORD1470,P112,chat,My order ORD1470 hasn't arrived,My order ORD1470 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-07-12T08:20:44.388490Z,delivery
910d5dc3-bdfa-40f1-b7aa-41032b2740e2,Christopher Maxwell,david92@example.org,ORD2125,P615,chat,My order ORD2125 hasn't arrived,My order ORD2125 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-07-20T15:20:44.388860Z,delivery
90395e0d-5254-4340-a70a-8806d6bade65,Christina Taylor,david66@example.org,ORD7111,P864,email,"Hi, I want a refund for order ORD7111","Hi, I want a refund for order ORD7111. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-07-16T18:20:44.389127Z,refund
4b11769c-b95a-4565-bd83-8785ceda9596,Jasmine Diaz,andrew69@example.com,,P868,chat,Know near team growth skin fish,Know near team growth skin fish.,medium,2025-08-08T13:20:44.389681Z,other
b9a491fe-39b9-4fa5-ae8e-11d167b4bb92,Gary Bennett,sarah55@example.com,ORD9363,P937,web,My order ORD9363 hasn't arrived,My order ORD9363 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-07-13T15:20:44.390112Z,delivery
e0ef85f8-c1bf-45ef-bb2f-eb09d18dac1d,James Martinez,jbarron@example.com,ORD8296,P937,email,Personal trade apply ten agent evidence individual,Personal trade apply ten agent evidence individual. Else item work network director every.,medium,2025-07-14T01:20:44.390487Z,other
3e22a8d3-0665-4f04-a9ad-51c6634cad8f,Natalie Moss,wendy29@example.com,ORD9975,P131,chat,"Hi, I want a refund for order ORD9975","Hi, I want a refund for order ORD9975. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-08-08T23:20:44.390871Z,refund
27852d8f-5e2a-45f8-a82c-abbeed8903f1,Isaiah Robertson,ryanperkins@example.net,,P572,email,My order  hasn't arrived,My order  hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,medium,2025-07-30T18:20:44.391137Z,delivery
8b747877-a966-4d66-8a60-66eae461e4f9,Lori Sanders,browncharles@example.org,ORD4401,P471,email,"Hi, I want a refund for order ORD4401","Hi, I want a refund for order ORD4401. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-07-17T09:20:44.391556Z,refund
22b78d81-11cb-4e78-8654-7007c80a3f9d,Amber Wheeler,georgetimothy@example.org,ORD6401,P475,web,"Hi, I want a refund for order ORD6401","Hi, I want a refund for order ORD6401. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-08-06T04:20:44.392004Z,refund
d429aa60-494f-46f9-8a7c-b8af7ec83a4a,Jennifer Rose,tina46@example.com,ORD1043,P943,email,"Hi, I want a refund for order ORD1043","Hi, I want a refund for order ORD1043. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-07-30T13:20:44.392725Z,refund
ae41f9e3-94d3-43e9-810a-884043d34488,Mary Velazquez,davidjones@example.org,ORD3984,P691,chat,My order ORD3984 hasn't arrived,My order ORD3984 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-07-21T06:20:44.393139Z,delivery
c003241b-89d5-4fb9-9bee-0b6d7e36a798,Crystal Herring,christopher85@example.com,,P324,web,My order  hasn't arrived,My order  hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,medium,2025-07-20T05:20:44.393546Z,delivery
156bd732-0b99-4b7b-b3b8-f6f185927c98,Eddie Marshall,hernandezlisa@example.com,ORD3299,P150,web,Product P150 is defective — screen doesn't turn on,Product P150 is defective — screen doesn't turn on. Serial: SN-Ktjh-6667.,medium,2025-07-10T13:20:44.393817Z,defect
52c42e97-2160-4a7e-b1b0-9bfe88829a51,Cody Robertson,daughertyteresa@example.com,,P310,email,Even must physical hard your team,Even must physical hard your team. Character manage push avoid.,low,2025-07-16T08:20:44.394188Z,other
c8e21d1b-634a-48eb-91dc-41de9cc910bd,Laura Pham,aaronhamilton@example.net,ORD2966,P263,web,Product P263 is defective — screen doesn't turn on,Product P263 is defective — screen doesn't turn on. Serial: SN-rqdc-2763.,low,2025-07-31T21:20:44.394772Z,defect
f51ced74-5e3d-43fd-90af-a25956ceeb52,Charles Lopez,fsimpson@example.org,ORD2747,P786,web,"Hi, I want a refund for order ORD2747","Hi, I want a refund for order ORD2747. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-07-10T05:20:44.395147Z,refund
28174046-59a6-4dae-a9a4-600b3da0ce71,Troy Norris,rho@example.net,ORD6987,P621,email,My order ORD6987 hasn't arrived,My order ORD6987 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-08-08T01:20:44.395688Z,delivery
1a9b7cf7-9324-4c55-a8fa-c2375531053a,David Davis,xcox@example.org,ORD7613,P964,web,Product P964 is defective — screen doesn't turn on,Product P964 is defective — screen doesn't turn on. Serial: SN-gHnT-2312.,low,2025-07-21T21:20:44.396039Z,defect
a367aca0-2ada-468c-94d3-f4b3f849a658,Daniel Lloyd,christina01@example.net,ORD4798,P423,web,"Hi, I want a refund for order ORD4798","Hi, I want a refund for order ORD4798. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-08-02T19:20:44.396655Z,refund
2f4d2c04-21c4-4468-8467-ec7c858d2032,Joe Robinson,william16@example.com,ORD2057,P270,web,My order ORD2057 hasn't arrived,My order ORD2057 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-07-15T02:20:44.397035Z,delivery
71ad2025-7083-40fe-9921-a8551c2fc5c6,Matthew Dennis,anthonylowery@example.net,ORD7767,P670,web,Get service strategy traditional college service,Get service strategy traditional college service. Every subject list adult customer mind.,low,2025-07-23T15:20:44.397307Z,other
ce248bd4-8f5d-4cb9-8494-97886d10661e,Paula Morales,patricia88@example.net,,P182,web,Product P182 is defective — screen doesn't turn on,Product P182 is defective — screen doesn't turn on. Serial: SN-tDms-2592.,low,2025-07-13T13:20:44.397846Z,defect
089312a0-ead6-4185-a492-2bb7bb69dcce,Marissa White,eric72@example.com,ORD5788,P985,chat,My order ORD5788 hasn't arrived,My order ORD5788 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-08-09T00:20:44.398806Z,delivery
566bf040-3fee-4fbb-9bbd-2d048599cc13,Michael Hall,turnerkenneth@example.net,,P502,web,My order  hasn't arrived,My order  hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-07-23T19:20:44.399555Z,delivery
46ef4fef-071c-4496-b959-fdda70641bf1,Jeffrey Rivera,youngpaul@example.com,ORD2422,P259,web,Represent student air term,Represent student air term. Relate large everything sea how them return.,low,2025-07-15T15:20:44.400399Z,other
c13eaf82-e5f9-4488-a7dd-e9de43628677,Eric Wood,andrewjordan@example.org,ORD7924,P892,chat,Product P892 is defective — screen doesn't turn on,Product P892 is defective — screen doesn't turn on. Serial: SN-rctJ-5333.,high,2025-07-14T22:20:44.401019Z,defect
0db30a9e-3f9e-4ff7-94e9-c41e5f708cc0,Richard Tyler,tracylynch@example.com,,P471,chat,Product P471 is defective — screen doesn't turn on,Product P471 is defective — screen doesn't turn on. Serial: SN-Nidv-4331.,medium,2025-07-12T09:20:44.401418Z,defect
feb72773-8f3d-4a4f-9274-1e548d113daf,Nathan Shaffer,douglasnorman@example.net,ORD8534,P260,chat,My order ORD8534 hasn't arrived,My order ORD8534 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-08-03T20:20:44.401771Z,delivery
c2ff7527-01dd-4436-9289-90c110610353,Andrea Lewis,annejackson@example.net,ORD6448,P864,web,My order ORD6448 hasn't arrived,My order ORD6448 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,high,2025-08-09T08:20:44.402123Z,delivery
1c78c047-416f-4283-a4f5-8872949e4e15,Amanda Hampton,kendraandrews@example.net,ORD7610,P792,email,"Hi, I want a refund for order ORD7610","Hi, I want a refund for order ORD7610. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-07-12T01:20:44.402536Z,refund
f49ea881-0a69-41ff-9ffb-fc552ac47329,Danielle Nichols,thompsonlisa@example.com,ORD7225,P414,email,"Hi, I want a refund for order ORD7225","Hi, I want a refund for order ORD7225. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-08-06T20:20:44.402896Z,refund
6e1c854f-3e3d-4c8a-b387-d4deb8ec947e,Paul Gonzalez,alexanderallen@example.com,ORD8555,P996,chat,Product P996 is defective — screen doesn't turn on,Product P996 is defective — screen doesn't turn on. Serial: SN-wtCb-2163.,high,2025-08-04T13:20:44.403249Z,defect
a8bfa729-fff6-44af-b76a-6b8948a1a5f3,Jennifer Russell,lstokes@example.net,,P563,web,"Hi, I want a refund for order ","Hi, I want a refund for order . The product arrived damaged and I don't want a replacement. Please advise refund steps.",high,2025-08-08T02:20:44.403677Z,refund
c6df5754-f178-49bc-be7a-f7d18fd41e5e,Hannah Campbell,griffinjames@example.org,ORD3861,P341,web,My order ORD3861 hasn't arrived,My order ORD3861 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,medium,2025-07-20T05:20:44.403970Z,delivery
748dc309-7394-4e4c-ab37-a5cf59766b04,Fernando White,kevin97@example.com,ORD7965,P881,chat,Vote star owner respond,Vote star owner respond. Bank read air health hot shake baby.,medium,2025-07-09T15:20:44.404326Z,other
664d08d0-2a3a-4bcb-a8e7-d90ca913d28d,Cheyenne Spencer,xholden@example.net,ORD2314,P565,email,Product P565 is defective — screen doesn't turn on,Product P565 is defective — screen doesn't turn on. Serial: SN-oNjP-9360.,low,2025-07-24T12:20:44.405657Z,defect
624e69bf-1766-49f0-a2cd-94edba90c2e5,Cathy Petty,jayala@example.net,ORD7982,P857,web,"Hi, I want a refund for order ORD7982","Hi, I want a refund for order ORD7982. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-08-01T20:20:44.406100Z,refund
dbf5be70-a622-40ab-9717-4e8a06bdc64e,Alan Wilkins,qramos@example.com,ORD4119,P750,email,My order ORD4119 hasn't arrived,My order ORD4119 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,medium,2025-08-04T16:20:44.406507Z,delivery
8419e5bb-81ac-4ae0-9d4f-499da0e69a03,Kelsey Griffin,charles24@example.net,ORD1532,P262,email,My order ORD1532 hasn't arrived,My order ORD1532 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,low,2025-07-18T10:20:44.406859Z,delivery
9a9ef3d9-9dac-4f7e-8d7b-ebe6b0febecd,Douglas Rivera,mullinsmichael@example.org,,P594,chat,"Hi, I want a refund for order ","Hi, I want a refund for order . The product arrived damaged and I don't want a replacement. Please advise refund steps.",high,2025-07-22T22:20:44.407149Z,refund
c97c00fd-fee8-4d22-ae43-5dd197e5447e,Kathryn Richards,gknox@example.net,,P293,web,"Hi, I want a refund for order ","Hi, I want a refund for order . The product arrived damaged and I don't want a replacement. Please advise refund steps.",high,2025-07-11T19:20:44.407564Z,refund
584a7858-492f-468f-8f4f-9222fd0a8dc0,Aaron Edwards,jacobsdennis@example.net,ORD6780,P916,web,Since view responsibility mind author,Since view responsibility mind author. Road term throughout chair evening.,low,2025-07-28T13:20:44.407850Z,other
9c61d04f-5070-4cbc-923a-4fdea2aae978,James Harding,tylerrenee@example.org,ORD2004,P677,chat,Only television half really citizen trouble technology,Only television half really citizen trouble technology.,medium,2025-07-31T00:20:44.408402Z,other
52649e6d-da5f-4ddd-a2f7-42228598814b,Carrie Kaiser,bentleydanielle@example.net,,P929,web,"Hi, I want a refund for order ","Hi, I want a refund for order . The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-07-11T15:20:44.408814Z,refund
eff198a0-580c-4a29-84e4-93340d4de647,Jason Hayes,tammiebaker@example.org,ORD2312,P588,chat,Product P588 is defective — screen doesn't turn on,Product P588 is defective — screen doesn't turn on. Serial: SN-GrHS-9584.,low,2025-07-13T08:20:44.409180Z,defect
6af2830a-d61b-42e3-849c-b72ffe464fb6,Dennis Griffith,thomastaylor@example.org,ORD6224,P237,web,"Hi, I want a refund for order ORD6224","Hi, I want a refund for order ORD6224. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-07-20T06:20:44.409589Z,refund
f8e02f1f-80b1-41e7-a167-1691db78010d,Jessica Parrish,watsonedwin@example.org,ORD1575,P169,web,"Hi, I want a refund for order ORD1575","Hi, I want a refund for order ORD1575. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-08-04T13:20:44.409948Z,refund
e6e2f3c5-d6aa-4134-acc3-e53ca9db36d0,Karen Salinas,karen74@example.org,ORD5937,P369,chat,My order ORD5937 hasn't arrived,My order ORD5937 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,high,2025-07-28T02:20:44.410657Z,delivery
424d32cf-2965-4180-858d-694423fea19a,Cheryl French,matthew27@example.com,ORD1055,P332,chat,Hundred firm turn wish whom treatment,Hundred firm turn wish whom treatment.,low,2025-07-30T03:20:44.411151Z,other
c91f5cbb-fbf7-4ce2-873a-0e027f7dceae,Katherine Thompson,ryanallen@example.org,,P764,email,Product P764 is defective — screen doesn't turn on,Product P764 is defective — screen doesn't turn on. Serial: SN-kZIX-6220.,medium,2025-08-05T07:20:44.411652Z,defect
b048b8b5-6de0-4b18-b982-1a71b5a1c810,Preston Guzman,juan08@example.org,ORD5641,P358,email,Product P358 is defective — screen doesn't turn on,Product P358 is defective — screen doesn't turn on. Serial: SN-ouQL-4179.,medium,2025-07-22T06:20:44.412034Z,defect
0dab2272-29ce-4ef5-8c9e-f9fd2157487d,Timothy Soto,anthony45@example.org,ORD2371,P179,web,"Hi, I want a refund for order ORD2371","Hi, I want a refund for order ORD2371. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-08-06T03:20:44.412323Z,refund
6b531539-5a8a-4390-9990-3f769ac40be2,Jesus Nguyen,ablack@example.com,ORD1860,P979,chat,"Hi, I want a refund for order ORD1860","Hi, I want a refund for order ORD1860. The product arrived damaged and I don't want a replacement. Please advise refund steps.",medium,2025-08-03T00:20:44.412682Z,refund
072ae3c1-34dc-4eea-b8f0-7a6298f8e2ad,Kimberly Waller,perezdaniel@example.net,ORD7705,P874,chat,"Hi, I want a refund for order ORD7705","Hi, I want a refund for order ORD7705. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-08-09T00:20:44.412969Z,refund
34b150e9-40f1-47fd-8b70-e4d2a368db1e,Dennis Serrano,brendagraham@example.org,ORD5143,P647,web,My order ORD5143 hasn't arrived,My order ORD5143 hasn't arrived. Tracking shows stuck at hub for 7 days. Please help with delivery update.,high,2025-07-17T23:20:44.413322Z,delivery
74d9871d-f704-4260-a91f-b02e1f55e648,Tracy Pennington,crawfordshawn@example.net,ORD2408,P206,chat,"Hi, I want a refund for order ORD2408","Hi, I want a refund for order ORD2408. The product arrived damaged and I don't want a replacement. Please advise refund steps.",low,2025-07-15T14:20:44.413708Z,refund
